order_id,customer_id,order_date,product_id,product_name,product_price,quantity
28,CUST031,05/01/2023,JKL890,Mountain Mist Deodorant,101.27,5
29,CUST013,03/02/2023,HIJ456,Pineapple Paradise Body Spray,436.93,7
30,CUST052,19/05/2023,JKL890,Mystic Forest Eyeshadow,433.39,8
31,CUST019,17/04/2023,KLM789,Lemon Twist Perfume,58.01,5
32,CUST056,29/08/2023,GHI567,Champagne Sparkle Body Powder,375.4,10
33,CUST068,25/08/2023,KLM567,Peony Passion Makeup Remover,187.76,8
34,CUST063,23/01/2023,NOP012,Vanilla Bean Hand Cream,394.95,10
35,CUST085,02/05/2023,BCD678,Aloe Vera Sunscreen,261.56,10
36,CUST027,02/09/2023,BCD890,Peony Passion Makeup Remover,71.01,7
37,CUST036,20/07/2023,TUV678,Pumpkin Spice Body Scrub,68.17,1
38,CUST024,20/08/2023,TUV678,Sapphire Skies Eyeliner,280.61,3
39,CUST073,12/12/2023,JKL890,Lemonade Lip Liner,228.39,4
40,CUST028,04/12/2023,KLM567,Mountain Mist Deodorant,456.59,3
41,CUST055,09/10/2023,MNO345,Plum Perfect Nail Polish Remover,170.36,2
42,CUST055,15/10/2023,ABC123,Pineapple Paradise Body Spray,10.61,4
43,CUST004,27/12/2023,MNO345,Coconut Dream Hair Mask,329.03,4
44,CUST054,03/05/2023,FGH678,Ruby Red Lip Liner,162.78,6
45,CUST058,28/04/2023,HIJ234,Oceanic Opulence Body Butter,335.54,4
46,CUST078,16/04/2023,WXY901,Peony Passion Makeup Remover,219.57,8
47,CUST100,13/10/2023,KLM567,Coral Crush Nail File,297.01,5
48,CUST033,24/08/2023,GHI789,Mango Tango Hair Serum,275.53,9
49,CUST010,01/05/2023,ABC901,Pineapple Paradise Body Spray,120.12,6
50,CUST003,11/06/2023,MNO345,Citrus Splash Perfume,33.17,6
51,CUST071,06/02/2023,KLM567,Silver Lining Nail Clippers,29.7,9
52,CUST063,05/09/2023,OPQ789,Plum Perfect Nail Polish Remover,436.94,9
53,CUST024,04/04/2023,LMN234,Coral Crush Nail File,365.27,8
54,CUST083,31/05/2023,JKL012,Peachy Keen Blush,495.21,5
55,CUST025,09/05/2023,HIJ456,Golden Glow Highlighter,84.94,7
56,CUST092,20/05/2023,HIJ234,Rosemary Relaxation Bath Oil,198.6,1
57,CUST087,28/02/2023,BCD890,Midnight Moonlight Candle,366.17,7
58,CUST013,02/04/2023,TUV678,Emerald Enchantment Mascara,233.75,8
59,CUST040,11/10/2023,VWX234,Grapefruit Glow Body Wash,458.12,4
60,CUST088,24/12/2023,BCD678,Peachy Keen Blush,138.86,2
61,CUST029,02/01/2023,WXY789,Midnight Moonlight Candle,473.41,4
62,CUST033,15/12/2023,FGH678,Rose Petal Face Mask,423.98,2
63,CUST009,17/06/2023,YZA567,Mystic Forest Eyeshadow,392.61,8
64,CUST003,12/10/2023,GHI789,Cinnamon Swirl Body Oil,381.23,5
65,CUST053,09/11/2023,DEF456,Cinnamon Swirl Body Oil,343.91,4
66,CUST037,30/03/2023,QRS345,Pineapple Paradise Body Spray,297.35,4
67,CUST024,01/05/2023,ABC901,Mountain Mist Deodorant,444.73,5
68,CUST005,14/08/2023,RST012,Oceanic Opulence Body Butter,297.07,3
69,CUST089,05/01/2023,BCD678,Grapefruit Glow Body Wash,317.03,8
70,CUST025,21/09/2023,LMN234,Coconut Dream Hair Mask,461.76,10
71,CUST032,17/12/2023,ABC123,Peppermint Patty Foot Cream,407.87,10
72,CUST069,28/11/2023,VWX012,Lavender Fields Bath Salts,159.42,1
73,CUST070,29/05/2023,ABC901,Midnight Moonlight Candle,121.6,5
74,CUST017,13/11/2023,JKL890,Ocean Breeze Body Wash,309.69,1
75,CUST029,07/06/2023,OPQ567,Winter Wonderland Nail Polish,167.61,8
76,CUST096,27/01/2023,TUV456,Lemon Twist Perfume,64.16,6
77,CUST087,06/12/2023,KLM789,Coconut Dream Hair Mask,195.65,6
78,CUST073,05/08/2023,LMN456,Eucalyptus Elegance Shampoo,264.45,9
79,CUST100,10/04/2023,WXY789,Rosemary Relaxation Bath Oil,112.76,1
80,CUST025,15/05/2023,FGH678,Cherry Cheesecake Lip Scrub,94.65,5
81,CUST017,06/08/2023,ZAB012,Berry Bliss Lip Balm,323.41,7
82,CUST087,30/03/2023,LMN234,Aloe Vera Sunscreen,444.03,7
83,CUST017,26/09/2023,YZA345,Coral Crush Nail File,236.92,2
84,CUST090,01/02/2023,HIJ234,Aloe Vera Sunscreen,387.25,7
85,CUST064,20/10/2023,HIJ456,Cinnamon Swirl Body Oil,57.97,2
86,CUST016,22/08/2023,PQR678,Pumpkin Spice Body Scrub,227.17,10
87,CUST086,29/05/2023,MNO123,Lemonade Lip Liner,213.28,9
88,CUST011,09/03/2023,BCD890,Eucalyptus Elegance Shampoo,163.96,2
89,CUST035,15/12/2023,GHI567,Cocoa Butter Body Butter,226.28,3
90,CUST073,23/02/2023,CDE567,Ruby Red Lip Liner,312.53,10
91,CUST006,18/07/2023,NOP890,Grapefruit Glow Body Wash,341.28,2
92,CUST034,28/10/2023,BCD678,Mountain Mist Deodorant,446.74,9
93,CUST026,01/07/2023,QRS123,Mountain Mist Deodorant,375.63,9
94,CUST019,20/09/2023,IJK901,Jasmine Joy Bubble Bath,118.36,6
95,CUST036,11/03/2023,LMN456,Cocoa Butter Body Butter,53.33,5
96,CUST098,15/11/2023,TUV678,Citrus Splash Perfume,47.8,7
97,CUST014,10/01/2023,QRS345,Silver Lining Nail Clippers,290.16,1
98,CUST017,16/10/2023,OPQ789,Vanilla Bean Hand Cream,34.96,5
99,CUST001,18/09/2023,FGH890,Winter Wonderland Nail Polish,57.04,3
100,CUST014,01/08/2023,JKL012,Maple Syrup Lip Balm,385.07,8
101,CUST061,25/01/2023,ABC901,Citrus Splash Perfume,195.58,2
102,CUST093,26/11/2023,TUV678,Midnight Moonlight Candle,47.23,9
103,CUST034,08/05/2023,WXY789,Honeydew Melon Body Mist,163.14,8
104,CUST083,22/04/2023,PQR678,Silver Lining Nail Clippers,170.46,1
105,CUST056,06/02/2023,EFG901,Coral Crush Nail File,109.3,2
106,CUST034,29/04/2023,LMN234,Sunset Serenade Lipstick,289.96,1
107,CUST023,27/01/2023,UVW345,Cotton Candy Lip Gloss,304.07,4
108,CUST032,08/11/2023,YZA567,Tropical Paradise Body Lotion,136.26,10
109,CUST078,20/06/2023,ZAB234,Winter Wonderland Nail Polish,86.28,7
110,CUST083,14/04/2023,JKL890,Sunset Serenade Lipstick,165.67,7
111,CUST021,04/06/2023,OPQ789,Coconut Dream Hair Mask,258.03,6
112,CUST086,29/06/2023,OPQ789,Midnight Moonlight Candle,350.44,9
113,CUST031,14/10/2023,QRS123,Cocoa Butter Body Butter,13.04,5
114,CUST073,29/01/2023,STU789,Oceanic Opulence Body Butter,475.53,1
115,CUST031,08/01/2023,BCD890,Sapphire Skies Eyeliner,191.49,6
116,CUST021,20/03/2023,UVW345,Mountain Mist Deodorant,181.79,2
117,CUST038,24/07/2023,STU789,Eucalyptus Elegance Shampoo,213.08,6
118,CUST081,04/11/2023,KLM789,Berry Bliss Lip Balm,56.01,10
119,CUST027,14/04/2023,TUV678,Peony Passion Makeup Remover,386.53,7
120,CUST035,15/06/2023,TUV456,Aloe Vera Sunscreen,276.07,9
121,CUST043,23/03/2023,JKL012,Golden Glow Highlighter,264.6,7
122,CUST075,31/08/2023,UVW345,Rose Petal Face Mask,296.07,5
123,CUST070,17/09/2023,IJK123,Emerald Enchantment Mascara,185.56,9
124,CUST082,17/07/2023,MNO123,Rose Petal Face Mask,352.26,2
125,CUST001,08/07/2023,UVW345,Plum Perfect Nail Polish Remover,375.85,1
126,CUST046,08/03/2023,WXY901,Pumpkin Spice Body Scrub,346.81,2
127,CUST064,08/09/2023,XYZ678,Pineapple Paradise Body Spray,300.9,10
128,CUST095,10/10/2023,WXY901,Vanilla Bean Hand Cream,405.98,5
129,CUST087,03/09/2023,STU901,Rose Petal Face Mask,428.29,5
130,CUST071,06/04/2023,DEF456,Turquoise Tranquility Face Toner,14.89,10
131,CUST044,18/07/2023,STU901,Pumpkin Spice Body Scrub,335.34,9
132,CUST013,04/11/2023,PQR678,Cinnamon Swirl Body Oil,260.48,4
133,CUST087,28/08/2023,MNO123,Cocoa Butter Body Butter,48.17,9
134,CUST020,22/08/2023,PQR456,Cinnamon Swirl Body Oil,272.6,6
135,CUST024,18/11/2023,KLM789,Vanilla Bean Hand Cream,471.62,6
136,CUST027,11/09/2023,QRS345,Lilac Love Hand Soap,141.87,9
137,CUST095,25/05/2023,RST012,Peony Passion Makeup Remover,373.38,3
138,CUST083,11/04/2023,EFG123,Honeydew Melon Body Mist,455.9,10
139,CUST063,25/07/2023,PQR678,Jasmine Joy Bubble Bath,413.66,10
140,CUST009,06/03/2023,IJK901,Lemonade Lip Liner,358.39,9
141,CUST052,03/05/2023,NOP012,Lemon Twist Perfume,460.15,5
142,CUST082,21/03/2023,LMN234,Pineapple Paradise Body Spray,182.68,1
143,CUST021,20/12/2023,DEF234,Citrus Splash Perfume,156.17,3
144,CUST038,20/05/2023,XYZ678,Honeydew Melon Body Mist,183.65,2
145,CUST062,09/07/2023,GHI789,Grapefruit Glow Body Wash,389.32,2
146,CUST052,20/12/2023,PQR456,Plum Perfect Nail Polish Remover,103.91,7
147,CUST062,27/03/2023,VWX012,Ocean Breeze Body Wash,489.74,4
148,CUST075,04/01/2023,LMN234,Golden Glow Highlighter,426.32,2
149,CUST034,14/02/2023,KLM567,Midnight Moonlight Candle,416.71,6
150,CUST038,16/12/2023,MNO345,Coconut Dream Hair Mask,308.19,2
151,CUST088,05/11/2023,UVW345,Eucalyptus Elegance Shampoo,458.45,10
152,CUST003,07/09/2023,HIJ234,Midnight Moonlight Candle,265.87,10
153,CUST024,29/05/2023,EFG123,Cherry Blossom Shampoo,55.17,4
154,CUST020,01/11/2023,STU901,Lemonade Lip Liner,127.15,4
155,CUST004,16/12/2023,YZA345,Cotton Candy Lip Gloss,68.97,2
156,CUST100,20/10/2023,LMN456,Cucumber Coolness Face Mask,462.6,6
157,CUST073,16/02/2023,RST012,Rosemary Relaxation Bath Oil,337.51,3
158,CUST021,22/05/2023,EFG901,Pumpkin Spice Body Scrub,195.02,3
159,CUST034,10/09/2023,FGH678,Lilac Love Hand Soap,13.59,5
160,CUST024,10/02/2023,FGH890,Lemonade Lip Liner,435.32,5
161,CUST093,19/07/2023,GHI567,Grapefruit Glow Body Wash,71.47,4
162,CUST012,20/09/2023,KLM567,Cherry Blossom Shampoo,246.77,5
163,CUST086,10/03/2023,CDE345,Jasmine Joy Bubble Bath,343.85,7
164,CUST056,10/06/2023,KLM789,Mystic Forest Eyeshadow,154.82,10
165,CUST061,19/12/2023,EFG123,Jasmine Joy Bubble Bath,236.69,6
166,CUST075,15/10/2023,QRS345,Rosemary Relaxation Bath Oil,450.87,8
167,CUST001,11/01/2023,TUV678,Amethyst Allure Eye Cream,210.22,8
168,CUST093,14/02/2023,QRS345,Lavender Fields Bath Salts,157.44,6
169,CUST021,24/11/2023,IJK901,Cocoa Butter Body Butter,243.7,2
170,CUST008,09/10/2023,WXY901,Tropical Paradise Body Lotion,440.89,3
171,CUST091,04/02/2023,VWX234,Cotton Candy Lip Gloss,181.45,4
172,CUST003,19/10/2023,HIJ456,Rosemary Relaxation Bath Oil,286.62,1
173,CUST016,03/11/2023,LMN234,Cucumber Coolness Face Mask,437.75,9
174,CUST018,23/06/2023,BCD678,Silver Lining Nail Clippers,460.76,9
175,CUST014,08/09/2023,ZAB012,Sunset Serenade Lipstick,469.83,4
176,CUST036,31/01/2023,ZAB234,Pumpkin Spice Body Scrub,91.59,6
177,CUST014,31/08/2023,KLM567,Rose Petal Face Mask,131.98,5
178,CUST089,01/02/2023,QRS345,Coral Crush Nail File,297.0,9
179,CUST010,22/09/2023,TUV678,Berry Bliss Lip Balm,428.1,7
180,CUST017,26/04/2023,WXY789,Lemonade Lip Liner,213.95,8
181,CUST067,16/12/2023,FGH890,Oceanic Opulence Body Butter,336.55,1
182,CUST036,04/08/2023,NOP890,Amber Aura Cologne,137.95,5
183,CUST003,25/08/2023,FGH890,Cherry Cheesecake Lip Scrub,336.76,9
184,CUST038,16/02/2023,STU789,Mystic Forest Eyeshadow,30.14,1
185,CUST098,20/06/2023,BCD678,Eucalyptus Elegance Shampoo,16.2,2
186,CUST086,16/03/2023,STU789,Lemon Twist Perfume,132.45,1
187,CUST056,29/05/2023,CDE567,Berry Bliss Lip Balm,303.45,1
188,CUST076,08/02/2023,TUV456,Pumpkin Spice Body Scrub,16.5,5
189,CUST092,05/12/2023,OPQ567,Jasmine Joy Bubble Bath,178.79,1
190,CUST093,05/06/2023,ABC123,Sunflower Sunshine Sunblock,287.56,5
191,CUST054,08/10/2023,DEF234,Peachy Keen Blush,276.72,8
192,CUST097,27/02/2023,STU901,Emerald Enchantment Mascara,194.43,1
193,CUST044,23/10/2023,KLM567,Lemon Twist Perfume,192.04,5
194,CUST061,28/07/2023,PQR678,Peppermint Patty Foot Cream,66.35,5
195,CUST021,23/09/2023,MNO123,Tropical Paradise Body Lotion,100.55,10
196,CUST057,12/02/2023,NOP890,Coconut Dream Hair Mask,33.36,9
197,CUST048,09/05/2023,NOP890,Coral Crush Nail File,477.93,4
198,CUST002,17/01/2023,IJK123,Rose Petal Face Mask,204.57,2
199,CUST027,02/06/2023,JKL012,Sunset Serenade Lipstick,334.72,4
200,CUST035,04/11/2023,HIJ234,Eucalyptus Elegance Shampoo,58.32,7
201,CUST038,13/05/2023,OPQ567,Honeydew Melon Body Mist,368.71,2
202,CUST043,29/07/2023,LMN456,Ocean Breeze Body Wash,186.16,9
203,CUST075,24/03/2023,FGH890,Plum Perfect Nail Polish Remover,85.18,9
204,CUST005,30/08/2023,OPQ789,Pineapple Paradise Body Spray,115.24,9
205,CUST076,13/10/2023,KLM567,Peony Passion Makeup Remover,272.26,5
206,CUST077,24/01/2023,ABC901,Pumpkin Spice Body Scrub,128.18,6
207,CUST055,28/04/2023,ABC123,Champagne Sparkle Body Powder,497.83,1
208,CUST002,30/06/2023,OPQ789,Blueberry Blast Face Wash,102.8,5
209,CUST065,04/06/2023,OPQ567,Silver Lining Nail Clippers,386.91,7
210,CUST011,24/05/2023,PQR678,Ocean Breeze Body Wash,382.49,1
211,CUST088,14/10/2023,CDE345,Honeydew Melon Body Mist,414.94,2
212,CUST044,10/10/2023,HIJ234,Silver Lining Nail Clippers,90.45,4
213,CUST097,04/06/2023,EFG901,Jasmine Joy Bubble Bath,415.85,2
214,CUST020,30/03/2023,STU901,Citrus Splash Perfume,154.27,7
215,CUST099,25/10/2023,EFG901,Honeydew Melon Body Mist,374.37,10
216,CUST100,14/11/2023,WXY789,Cotton Candy Lip Gloss,479.14,5
217,CUST091,09/12/2023,EFG123,Rose Petal Face Mask,128.09,8
218,CUST054,28/03/2023,CDE345,Cucumber Coolness Face Mask,359.91,7
219,CUST045,20/08/2023,RST012,Sapphire Skies Eyeliner,451.05,4
220,CUST008,22/06/2023,CDE567,Oceanic Opulence Body Butter,93.45,4
221,CUST027,23/03/2023,TUV678,Lilac Love Hand Soap,454.53,1
222,CUST032,16/01/2023,RST012,Jasmine Joy Bubble Bath,473.51,4
223,CUST092,01/03/2023,NOP012,Mountain Mist Deodorant,47.58,5
224,CUST045,05/01/2023,YZA567,Sunset Serenade Lipstick,479.15,9
225,CUST076,11/07/2023,PQR678,Lemonade Lip Liner,275.94,5
226,CUST072,01/12/2023,TUV456,Midnight Moonlight Candle,432.6,2
227,CUST051,24/04/2023,WXY789,Aloe Vera Sunscreen,267.93,2
228,CUST078,29/04/2023,KLM567,Peony Passion Makeup Remover,230.27,6
229,CUST045,26/02/2023,NOP012,Cherry Blossom Shampoo,269.09,10
230,CUST017,02/09/2023,YZA567,Cucumber Coolness Face Mask,387.84,5
231,CUST032,07/05/2023,STU789,Berry Bliss Lip Balm,332.75,5
232,CUST052,23/08/2023,GHI567,Plum Perfect Nail Polish Remover,39.74,1
233,CUST014,07/05/2023,FGH678,Cocoa Butter Body Butter,335.48,4
234,CUST021,27/02/2023,PQR456,Amethyst Allure Eye Cream,29.27,2
235,CUST062,06/08/2023,PQR678,Lilac Love Hand Soap,134.04,1
236,CUST052,02/10/2023,DEF234,Grapefruit Glow Body Wash,388.04,7
237,CUST082,10/06/2023,VWX234,Pineapple Paradise Body Spray,489.12,8
238,CUST072,31/07/2023,KLM567,Sunset Serenade Lipstick,234.21,4
239,CUST045,16/02/2023,VWX012,Midnight Moonlight Candle,434.3,6
240,CUST012,01/11/2023,HIJ456,Cotton Candy Lip Gloss,346.84,8
241,CUST013,21/05/2023,HIJ234,Peony Passion Makeup Remover,131.76,2
242,CUST085,16/09/2023,MNO123,Pineapple Paradise Body Spray,492.62,5
243,CUST050,17/10/2023,MNO123,Golden Glow Highlighter,45.62,9
244,CUST065,16/05/2023,ABC901,Lavender Fields Bath Salts,372.55,7
245,CUST087,24/04/2023,QRS345,Sunflower Sunshine Sunblock,183.2,5
246,CUST051,05/06/2023,BCD678,Sapphire Skies Eyeliner,181.44,3
247,CUST057,23/01/2023,VWX234,Emerald Enchantment Mascara,290.76,1
248,CUST051,09/10/2023,FGH890,Sunflower Sunshine Sunblock,409.77,5
249,CUST065,17/09/2023,LMN456,Plum Perfect Nail Polish Remover,441.76,6
250,CUST071,06/05/2023,FGH678,Aloe Vera Sunscreen,322.41,4
251,CUST052,22/10/2023,ZAB234,Peppermint Patty Foot Cream,407.82,8
252,CUST030,23/01/2023,QRS345,Turquoise Tranquility Face Toner,402.99,4
253,CUST052,18/12/2023,CDE345,Ocean Breeze Body Wash,317.54,8
254,CUST097,21/11/2023,TUV678,Maple Syrup Lip Balm,451.25,1
255,CUST031,23/04/2023,VWX012,Lilac Love Hand Soap,9.49,8
256,CUST014,22/10/2023,YZA567,Citrus Splash Perfume,45.12,10
257,CUST035,17/06/2023,TUV678,Ruby Red Lip Liner,158.94,3
258,CUST073,24/04/2023,LMN234,Citrus Splash Perfume,249.93,7
259,CUST004,06/06/2023,OPQ789,Mystic Forest Eyeshadow,489.4,7
260,CUST042,25/02/2023,GHI567,Ruby Red Lip Liner,153.75,6
261,CUST073,27/09/2023,XYZ678,Plum Perfect Nail Polish Remover,109.08,10
262,CUST096,23/12/2023,RST012,Grapefruit Glow Body Wash,416.22,1
263,CUST015,29/03/2023,OPQ567,Maple Syrup Lip Balm,195.58,5
264,CUST080,16/01/2023,OPQ567,Sapphire Skies Eyeliner,373.21,6
265,CUST038,26/09/2023,HIJ456,Emerald Enchantment Mascara,337.81,1
266,CUST082,29/10/2023,BCD890,Coconut Dream Hair Mask,341.75,5
267,CUST036,14/03/2023,BCD890,Pineapple Paradise Body Spray,261.13,7
268,CUST096,20/11/2023,QRS123,Turquoise Tranquility Face Toner,232.4,9
269,CUST045,21/05/2023,VWX012,Midnight Moonlight Candle,178.7,4
270,CUST031,22/04/2023,CDE567,Amber Aura Cologne,301.16,2
271,CUST028,05/03/2023,PQR456,Blueberry Blast Face Wash,10.74,7
272,CUST090,14/04/2023,ABC901,Oceanic Opulence Body Butter,65.74,4
273,CUST052,23/01/2023,FGH890,Peachy Keen Blush,169.17,8
274,CUST071,24/05/2023,HIJ456,Oceanic Opulence Body Butter,455.77,4
275,CUST073,31/03/2023,UVW345,Berry Bliss Lip Balm,77.56,1
276,CUST069,22/08/2023,ZAB234,Sunset Serenade Lipstick,411.36,2
277,CUST041,17/05/2023,ABC123,Turquoise Tranquility Face Toner,491.15,5
278,CUST096,09/06/2023,UVW345,Jasmine Joy Bubble Bath,163.23,3
279,CUST095,28/01/2023,RST012,Ocean Breeze Body Wash,253.68,10
280,CUST053,18/05/2023,NOP012,Amethyst Allure Eye Cream,192.32,3
281,CUST047,10/04/2023,UVW345,Sapphire Skies Eyeliner,487.24,4
282,CUST003,08/08/2023,XYZ678,Peony Passion Makeup Remover,390.33,10
283,CUST070,03/01/2023,HIJ456,Lilac Love Hand Soap,244.41,9
284,CUST085,14/11/2023,QRS123,Lemonade Lip Liner,118.33,8
285,CUST016,29/04/2023,LMN234,Cotton Candy Lip Gloss,227.16,3
286,CUST019,13/01/2023,VWX012,Ruby Red Lip Liner,122.73,10
287,CUST063,27/04/2023,ZAB234,Cherry Cheesecake Lip Scrub,312.71,7
288,CUST035,13/05/2023,YZA567,Emerald Enchantment Mascara,292.53,3
289,CUST058,29/09/2023,RST012,Citrus Splash Perfume,334.31,4
290,CUST058,28/02/2023,NOP012,Champagne Sparkle Body Powder,311.5,10
291,CUST025,27/10/2023,PQR678,Peachy Keen Blush,255.22,9
292,CUST077,30/01/2023,WXY789,Sunset Serenade Lipstick,454.88,7
293,CUST036,17/06/2023,ZAB234,Mountain Mist Deodorant,252.13,4
294,CUST086,12/09/2023,KLM789,Pineapple Paradise Body Spray,92.2,3
295,CUST056,01/02/2023,TUV678,Sapphire Skies Eyeliner,86.05,4
296,CUST092,23/11/2023,MNO123,Cotton Candy Lip Gloss,444.11,7
297,CUST010,08/04/2023,CDE567,Peony Passion Makeup Remover,478.31,2
298,CUST009,30/09/2023,QRS123,Cherry Blossom Shampoo,342.52,5
299,CUST045,20/03/2023,IJK123,Golden Glow Highlighter,441.34,3
300,CUST051,13/04/2023,LMN234,Lemonade Lip Liner,459.03,2
301,CUST022,29/07/2023,ABC123,Mystic Forest Eyeshadow,165.63,7
302,CUST038,24/10/2023,TUV456,Rosemary Relaxation Bath Oil,138.72,5
303,CUST080,22/03/2023,FGH678,Aloe Vera Sunscreen,45.43,1
304,CUST046,26/11/2023,VWX012,Silver Lining Nail Clippers,470.38,9
305,CUST067,23/09/2023,EFG901,Lavender Fields Bath Salts,381.88,8
306,CUST025,19/10/2023,VWX012,Pineapple Paradise Body Spray,406.4,1
307,CUST043,14/01/2023,ZAB234,Rose Petal Face Mask,376.54,9
308,CUST042,03/03/2023,HIJ456,Champagne Sparkle Body Powder,436.16,10
309,CUST026,12/03/2023,PQR678,Cherry Cheesecake Lip Scrub,156.52,1
310,CUST059,16/08/2023,TUV456,Plum Perfect Nail Polish Remover,455.64,6
311,CUST097,25/04/2023,NOP012,Mango Tango Hair Serum,210.49,8
312,CUST097,29/09/2023,STU789,Plum Perfect Nail Polish Remover,441.61,1
313,CUST050,25/11/2023,NOP012,Mountain Mist Deodorant,361.29,10
314,CUST013,30/07/2023,BCD678,Rose Petal Face Mask,389.59,6
315,CUST082,14/01/2023,DEF234,Ruby Red Lip Liner,447.14,4
316,CUST062,16/07/2023,QRS345,Berry Bliss Lip Balm,473.1,4
317,CUST080,30/11/2023,GHI789,Pumpkin Spice Body Scrub,100.73,8
318,CUST054,14/09/2023,VWX234,Citrus Splash Perfume,96.33,9
319,CUST079,13/05/2023,PQR678,Winter Wonderland Nail Polish,310.13,6
320,CUST049,23/10/2023,HIJ234,Lemonade Lip Liner,175.3,1
321,CUST016,23/02/2023,WXY789,Aloe Vera Sunscreen,305.78,3
322,CUST021,08/01/2023,KLM567,Silver Lining Nail Clippers,381.48,4
323,CUST031,18/04/2023,ZAB012,Oceanic Opulence Body Butter,26.05,2
324,CUST079,17/08/2023,OPQ567,Emerald Enchantment Mascara,216.22,2
325,CUST054,04/11/2023,PQR456,Cucumber Coolness Face Mask,290.63,3
326,CUST031,17/10/2023,XYZ678,Eucalyptus Elegance Shampoo,181.9,5
327,CUST001,11/01/2023,BCD678,Vanilla Bean Hand Cream,69.41,7
328,CUST016,11/07/2023,EFG901,Grapefruit Glow Body Wash,338.04,2
329,CUST077,22/10/2023,GHI567,Sunset Serenade Lipstick,17.79,7
330,CUST038,09/04/2023,HIJ234,Grapefruit Glow Body Wash,264.31,4
331,CUST019,11/10/2023,JKL890,Peppermint Patty Foot Cream,175.7,4
332,CUST004,28/02/2023,DEF456,Rose Petal Face Mask,246.26,3
333,CUST043,08/10/2023,BCD890,Oceanic Opulence Body Butter,397.74,5
334,CUST039,05/08/2023,DEF234,Cotton Candy Lip Gloss,123.7,1
335,CUST001,01/09/2023,UVW345,Winter Wonderland Nail Polish,224.66,4
336,CUST056,26/05/2023,DEF234,Oceanic Opulence Body Butter,125.75,6
337,CUST091,06/04/2023,YZA567,Cinnamon Swirl Body Oil,155.76,5
338,CUST062,14/02/2023,IJK901,Oceanic Opulence Body Butter,467.66,1
339,CUST029,29/10/2023,NOP890,Aloe Vera Sunscreen,210.04,6
340,CUST027,15/01/2023,OPQ567,Mystic Forest Eyeshadow,437.41,2
341,CUST010,09/12/2023,NOP012,Mountain Mist Deodorant,186.03,7
342,CUST007,19/01/2023,MNO123,Ocean Breeze Body Wash,224.85,9
343,CUST017,08/05/2023,STU789,Coral Crush Nail File,50.22,3
344,CUST051,18/11/2023,LMN456,Blueberry Blast Face Wash,416.24,10
345,CUST088,30/08/2023,ZAB234,Silver Lining Nail Clippers,315.33,2
346,CUST068,14/06/2023,ZAB234,Ruby Red Lip Liner,316.99,8
347,CUST012,12/11/2023,STU789,Mystic Forest Eyeshadow,7.42,2
348,CUST037,24/01/2023,TUV456,Cocoa Butter Body Butter,334.39,3
349,CUST067,15/08/2023,CDE345,Peachy Keen Blush,446.65,4
350,CUST098,12/05/2023,UVW345,Midnight Moonlight Candle,15.05,5
351,CUST048,03/01/2023,DEF234,Cherry Blossom Shampoo,367.22,1
352,CUST052,15/12/2023,TUV678,Rosemary Relaxation Bath Oil,129.88,9
353,CUST076,23/05/2023,LMN456,Peony Passion Makeup Remover,50.26,10
354,CUST073,07/08/2023,GHI789,Eucalyptus Elegance Shampoo,281.72,3
